食物名称(100g),热量(kcal),硫胺素(mg),钙(mg),蛋白质(g),核黄素(mg),镁(mg),脂肪(g),烟酸(mg),铁(mg),碳水化合物(g),维生素C(mg),锰(mg),膳食纤维(g),维生素E(mg),锌(mg),维生素A(ug),胆固醇(mg),铜(mg),胡萝卜素(ug),钾(mg),磷(mg),视黄醇当量(ug),钠(mg),硒(mg),label
葫芦条(干),219,0,114,4,0,80,2,1,8,46,0,2,18,0,3,0,0,1,4,480,187,25,36,2,3
黄瓜[胡瓜],15,0,24,1,0,15,0,0,0,2,9,0,0,0,0,15,0,0,0,102,24,96,5,0,1
节瓜[毛瓜],12,0,4,1,0,7,0,0,0,2,39,0,1,0,0,0,0,0,0,40,13,96,0,0,1
金瓜,14,0,17,0,0,8,0,1,1,3,2,0,1,0,0,10,0,0,0,152,10,96,1,0,1
金丝瓜[裸瓣瓜],37,0,25,3,0,13,2,1,0,1,1,0,1,0,2,2,0,0,1,90,28,92,2,1,1
苦瓜[凉瓜，癞瓜],19,0,14,1,0,18,0,0,1,4,56,0,1,1,0,17,0,0,1,256,35,93,2,0,1
南瓜[倭瓜，番瓜],22,0,16,1,0,8,0,0,0,4,8,0,1,0,0,148,0,0,0,145,24,94,1,0,1
南瓜粉,320,0,171,7,1,18,2,12,28,68,7,1,12,27,1,10,0,1,5,411,307,6,84,2,3
蛇瓜[蛇豆，大豆角],15,0,191,2,0,47,0,0,1,2,4,0,2,0,0,3,0,0,0,763,14,94,2,0,1
丝瓜,20,0,14,1,0,11,0,0,0,4,5,0,1,0,0,15,0,0,0,115,29,94,3,1,1
笋瓜[生瓜],12,0,14,0,0,7,0,0,1,2,5,0,1,0,0,17,0,0,0,96,27,96,0,0,1
西葫芦,18,0,15,1,0,9,0,0,0,3,6,0,1,0,0,5,0,0,0,92,17,95,5,0,1
面西胡瓜,10,0,14,1,0,12,0,0,1,2,0,0,0,0,0,97,0,0,0,70,3,97,1,0,1
小西胡瓜,22,0,5,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,18,6,94,2,1,1
大蒜[蒜头],126,0,39,4,0,21,0,1,1,26,7,0,1,1,1,5,0,0,1,302,117,67,20,3,1
大蒜(脱水),339,0,65,13,0,61,0,0,7,71,79,1,4,0,2,0,0,1,4,798,297,7,37,19,30
大蒜(紫皮),136,0,10,5,0,28,0,1,1,28,7,0,1,1,1,3,0,0,1,437,129,64,8,6,1
青蒜,30,0,24,2,0,17,0,1,1,4,16,0,2,1,0,98,0,0,1,168,25,90,9,1,1
蒜黄,21,0,24,2,0,16,0,1,1,2,18,0,1,1,0,47,0,0,0,168,58,93,8,1,1
蒜苗,37,0,29,2,0,18,0,0,1,6,35,0,2,1,0,47,0,0,1,226,44,89,5,1,1
蒜苔,61,0,19,2,0,28,0,0,4,13,1,0,2,1,1,80,0,0,1,161,52,82,4,2,1
大葱,30,0,29,2,0,19,0,0,1,5,17,0,1,0,0,10,0,0,0,144,38,91,5,1,1
大葱(红皮),46,0,24,2,0,18,0,0,0,9,8,0,1,0,0,8,0,0,1,329,53,86,3,7,1
分葱[四季葱，菜葱],33,0,85,2,0,21,1,1,1,4,24,0,1,0,0,0,0,0,0,226,32,92,8,0,1
细香葱[香葱，四季葱],37,0,54,2,0,0,0,0,2,6,14,0,1,0,0,77,0,0,0,0,61,90,0,0,1
小葱,24,0,72,2,0,18,0,0,1,4,21,0,1,0,0,140,0,0,0,143,26,93,10,1,1
洋葱[葱头],39,0,24,1,0,15,0,0,1,8,8,0,1,0,0,3,0,0,0,147,39,89,4,1,1
洋葱(白皮，脱水),330,0,186,6,0,49,0,1,1,76,22,1,6,0,1,5,0,0,3,740,78,9,32,4,3
洋葱(紫皮，脱水),324,0,351,7,0,132,0,1,6,73,5,1,8,0,1,3,0,1,3,912,162,9,77,2,30
韭菜,26,0,42,2,0,25,0,1,2,3,24,0,1,1,0,235,0,0,1,247,38,92,8,1,1
韭黄[韭芽],22,0,25,2,0,12,0,1,2,3,15,0,1,0,0,43,0,0,0,192,48,93,7,1,1
韭苔,33,0,11,2,0,22,0,0,4,6,1,0,2,1,1,80,0,0,0,121,29,89,1,2,1
薤[皎头],0,0,160,0,0,39,0,0,4,0,27,0,0,0,1,560,0,0,0,120,58,81,0,0,1
薤白[小根蒜，山蒜，团蒜],122,0,100,3,0,0,0,1,5,26,36,0,1,0,0,15,0,0,1,0,53,68,0,0,1
大白菜(均值),17,0,50,2,0,11,0,1,1,2,31,0,1,1,0,20,0,0,1,0,31,95,58,0,1
大白菜(白梗)[黄芽白],21,0,69,2,0,12,0,1,0,3,47,0,1,1,0,42,0,0,1,130,30,94,89,0,1
大白菜(青白口),15,0,35,1,0,9,0,0,1,2,28,0,1,0,1,13,0,0,0,90,28,95,48,0,1
大白菜(小白口),14,0,45,1,0,11,0,0,1,2,19,0,1,0,0,5,0,0,1,137,35,95,35,1,1
白菜(脱水),286,0,908,6,0,219,1,5,14,64,187,3,9,0,5,0,0,1,10,2269,485,10,492,6,30
酸白菜[酸菜],14,0,48,1,0,21,0,1,2,2,2,0,0,1,0,5,0,0,1,104,38,95,43,1,1
小白菜,15,0,90,2,0,18,0,1,2,2,28,0,1,1,1,280,0,0,1,178,36,94,74,1,1
白菜薹[菜薹，菜心],25,0,96,3,0,19,0,1,3,2,44,0,2,1,1,160,0,0,1,236,54,91,26,7,1
红菜薹[紫菜薹],41,0,26,3,0,15,2,1,2,2,57,0,1,1,1,13,0,0,1,221,60,91,2,8,1
瓢儿白[瓢儿菜],15,0,59,2,0,91,0,0,2,2,10,0,2,0,1,200,0,0,1,245,36,94,57,3,1
乌菜[乌塌菜，塌棵菜],25,0,186,3,0,24,0,1,3,3,45,0,1,1,1,168,0,0,1,154,53,92,116,0,1
油菜,23,0,108,2,0,22,0,1,1,3,36,0,1,1,0,103,0,0,1,210,39,93,56,1,1
油菜(黑),17,0,191,2,0,34,0,0,6,2,24,1,1,1,1,243,0,0,1,143,34,94,99,0,1
油菜(脱水),299,0,596,8,0,105,1,10,19,66,124,1,9,8,5,577,0,3,8,635,182,9,405,13,30
油菜(小),11,0,153,1,0,27,0,0,4,1,7,0,1,1,1,243,0,0,1,157,41,96,53,0,1
油菜薹[菜薹],20,0,156,3,0,27,0,1,3,1,65,0,2,1,1,90,0,0,1,192,51,92,83,1,1
甘蓝[圆白菜，卷心菜],22,0,49,2,0,12,0,0,1,4,40,0,1,0,0,12,0,0,0,124,26,93,27,1,1
菜花[花椰菜],24,0,23,2,0,18,0,1,1,3,61,0,1,0,0,5,0,0,1,200,47,92,32,1,1
菜花(脱水)[脱水花椰菜],286,0,185,6,0,99,1,7,6,64,82,1,13,0,2,0,0,1,6,554,182,10,264,6,3
西兰花[绿菜花],33,0,67,4,0,17,1,1,1,3,51,0,2,1,1,1202,0,0,1,17,72,90,19,1,1
芥菜[雪里红，雪菜],24,0,230,2,0,24,0,0,3,3,31,0,2,1,1,52,0,0,1,281,47,92,30,1,1
芥菜(大叶)[盖菜],14,0,28,2,0,18,0,0,1,1,72,1,1,1,0,283,0,0,1,224,36,95,29,1,1
芥菜(茎用)[青头菜],7,0,23,1,0,5,0,0,1,0,7,0,3,1,0,47,0,0,1,316,35,95,41,1,1
芥菜(小叶)[小芥菜],24,0,80,2,0,23,0,1,2,3,51,0,1,2,0,242,0,0,1,210,40,93,39,0,1
芥蓝[甘蓝菜，盖蓝菜],19,0,128,3,0,18,0,1,2,1,76,1,2,1,1,575,0,0,1,104,50,93,50,1,1
菠菜[赤根菜],24,0,66,3,0,58,0,1,3,3,32,1,2,2,1,487,0,0,1,311,47,91,85,1,1
菠菜(脱水),283,0,411,6,0,183,1,4,26,63,82,2,13,8,4,598,0,2,8,919,222,9,242,7,30
冬寒菜[冬苋菜，冬葵],30,0,82,4,0,30,0,1,2,3,20,2,2,0,1,1158,0,0,1,280,56,90,14,2,1
观达菜[根达菜，牛皮菜],14,0,70,2,0,20,0,0,1,1,23,0,1,0,1,63,0,0,1,222,41,95,260,1,1
胡萝卜缨(红),40,0,350,2,0,33,0,0,8,7,41,0,4,0,1,162,0,0,4,493,39,82,75,1,1
苦菜[节节花，拒马菜],35,0,66,3,0,37,1,1,9,5,19,2,5,3,1,90,0,0,1,180,41,85,9,0,1
萝卜缨(白),14,0,0,3,0,0,0,0,0,0,77,0,1,0,0,0,0,0,5,0,0,91,0,0,1
萝卜缨(青),32,0,110,3,0,27,0,0,1,5,41,1,3,0,0,33,0,0,2,424,27,87,91,0,1
萝卜缨(小萝卜),20,0,238,2,0,13,0,0,0,3,51,0,1,1,0,118,0,0,1,101,32,93,43,1,1
落葵[木耳菜，软浆菜],20,0,166,2,0,62,0,1,3,3,34,0,2,2,0,337,0,0,1,140,42,93,47,3,1
芹菜(白茎)[旱芹，药芹],14,0,48,1,0,10,0,0,1,2,12,0,1,2,0,10,0,0,1,154,50,94,74,0,1
芹菜茎,20,0,80,1,0,18,0,0,1,3,8,0,1,1,0,57,0,0,1,206,38,93,159,1,1
芹菜叶,31,0,40,3,0,58,1,1,1,4,22,1,2,2,1,488,0,1,2,137,64,89,83,2,1
生菜(牛俐)[油麦菜],15,0,70,1,0,29,0,0,1,2,20,0,1,0,0,60,0,0,0,100,31,96,80,2,1
生菜(叶用莴苣),13,0,34,1,0,18,0,0,1,1,13,0,1,1,0,298,0,0,1,170,27,96,33,1,1
甜菜叶,19,0,117,2,0,72,0,0,3,4,30,0,1,0,0,610,0,0,2,547,40,92,201,0,1
香菜[芫荽],31,0,101,2,0,33,0,2,3,5,48,0,1,1,0,193,0,0,1,272,49,90,48,1,1
香菜(脱水),293,0,1723,7,0,269,1,6,22,63,75,2,8,22,2,472,0,2,11,1031,151,9,1218,14,36
苋菜(绿),25,0,187,3,0,119,0,1,5,3,47,1,2,0,1,352,0,0,2,207,59,90,32,1,1
苋菜(紫)[红苋],31,0,178,3,0,38,0,1,3,4,30,0,2,2,1,248,0,0,2,340,63,89,42,0,1
茼蒿[蓬蒿菜，艾菜],21,0,73,2,0,20,0,1,2,3,18,0,1,1,0,252,0,0,1,220,36,93,161,1,1
茴香[小茴香],24,0,154,2,0,46,0,1,1,3,26,0,2,1,1,402,0,0,2,149,23,91,186,1,1
荠菜[蓟菜，菱角菜],27,0,294,3,0,37,0,1,5,3,43,1,2,1,1,432,0,0,1,280,81,91,32,1,1
莴笋[莴苣],14,0,23,1,0,19,0,0,1,2,4,0,1,0,0,25,0,0,1,212,48,96,36,1,1
莴笋叶[莴苣叶],18,0,34,1,0,19,0,0,2,3,13,0,1,1,1,147,0,0,1,148,26,94,39,1,1
蕹菜[空心菜，藤藤菜],20,0,99,2,0,29,0,1,2,2,25,1,1,1,0,253,0,0,1,243,38,93,94,1,1
竹笋,19,0,9,3,0,1,0,1,0,2,5,1,2,0,0,0,0,0,1,389,64,93,0,0,1
白笋(干),196,0,31,26,0,22,4,0,4,14,0,2,43,0,3,2,0,2,3,1754,222,10,1,2,12
鞭笋[马鞭笋],11,0,17,3,0,13,0,0,2,0,7,1,7,0,1,0,0,0,1,379,49,90,5,0,1
春笋,20,0,8,2,0,8,0,0,2,2,5,1,3,0,0,5,0,0,1,300,36,91,6,1,1
冬笋,40,0,22,4,0,0,0,1,0,6,1,0,1,0,0,13,0,0,1,0,56,88,0,0,1
黑笋(干),213,0,30,18,0,82,2,2,19,30,0,5,27,0,8,0,0,1,8,115,426,14,6,4,12
毛笋[毛竹笋],21,0,16,2,0,8,0,0,1,2,9,0,1,0,0,0,0,0,1,318,34,93,5,0,1
玉兰片,43,0,42,3,0,5,0,0,4,7,1,1,11,2,0,0,0,0,0,66,29,78,2,0,1
百合,162,0,11,3,0,43,0,1,1,37,18,0,2,0,0,0,0,0,1,510,61,57,7,0,1
百合(干),343,0,32,7,0,42,0,1,6,78,0,1,2,0,1,0,0,1,3,344,92,10,37,2,3
百合(脱水),343,0,29,8,0,43,0,1,5,77,7,1,2,0,1,0,0,2,3,492,72,10,70,3,3
金针菜[黄花菜],199,0,301,19,0,85,1,3,8,27,10,1,8,5,4,307,0,0,4,610,216,40,59,4,30
菊苣,17,0,52,1,0,15,0,0,1,3,7,0,1,0,1,205,0,0,1,314,28,94,22,0,1
芦笋[石刁柏，龙须菜],19,0,10,1,0,10,0,1,1,3,45,0,2,0,0,17,0,0,1,213,42,93,3,0,1
慈菇[乌芋，白地果],94,0,14,5,0,24,0,2,2,18,4,0,1,2,1,0,0,0,2,707,157,74,39,1,1
豆瓣菜[西洋菜，水田芥],17,0,30,3,0,9,0,0,1,0,52,0,1,1,1,1592,0,0,1,179,26,94,61,1,1
菱角(老)[龙角],98,0,7,4,0,49,0,2,1,20,13,0,2,0,1,2,0,0,1,437,93,73,6,0,1
藕[莲藕],70,0,39,2,0,19,0,0,1,15,44,1,1,1,0,3,0,0,1,243,58,80,44,0,1
蒲菜[香蒲，甘蒲，野茭白],12,0,53,1,0,0,0,0,0,2,6,0,1,0,0,2,0,0,1,0,24,95,0,0,1
水芹菜,11,0,38,1,0,16,0,1,7,1,5,1,1,0,0,63,0,0,0,212,32,96,41,1,1
茭白[茭笋，茭粑],23,0,4,1,0,8,0,0,0,4,5,0,2,1,0,5,0,0,0,209,36,92,6,0,1
荸荠[马蹄，地栗],59,0,4,1,0,12,0,1,1,13,7,0,1,1,0,3,0,0,1,306,44,84,16,1,1
莼菜(瓶装)[花案菜],20,0,42,1,0,3,0,0,2,3,0,0,0,1,1,55,0,0,0,2,17,94,8,1,1
大薯[参薯],105,0,10,2,0,16,0,0,1,24,0,0,1,0,0,0,0,0,1,0,45,72,0,1,1
豆薯[凉薯，地瓜，沙葛],55,0,21,1,0,14,0,0,1,13,13,0,1,1,0,0,0,0,0,111,24,85,6,0,1
葛[葛署，粉葛],145,0,0,2,0,0,0,0,1,34,24,0,2,0,0,0,0,0,1,0,48,60,0,1,1
山药[薯蓣，大薯],56,0,16,2,0,20,0,0,0,12,5,0,1,0,0,3,0,0,1,213,34,85,19,1,1
山药(干),324,0,62,9,0,0,1,0,0,69,0,0,1,0,1,0,0,1,4,269,17,15,104,3,3
芋头[芋艿，毛芋],79,0,36,2,0,23,0,1,1,17,6,0,1,0,0,27,0,0,1,378,55,79,33,1,1
槟榔芋,87,0,45,3,0,25,0,0,1,19,6,0,1,0,0,0,0,0,1,0,33,76,0,2,1
姜[黄姜],41,0,27,1,0,44,1,1,1,8,4,3,3,0,0,28,0,0,1,295,25,87,15,1,1
姜(干),273,0,62,9,0,0,6,0,85,46,0,11,18,0,2,0,0,1,6,41,22,15,10,3,18
姜(子姜)[嫩姜],19,0,9,1,0,24,1,0,1,3,2,3,1,0,0,0,0,0,0,160,11,94,2,0,1
洋姜[菊芋，鬼子姜],56,0,23,2,0,24,0,1,7,12,5,0,4,1,0,0,0,0,1,458,27,81,12,1,1
艾蒿,0,0,137,0,0,54,0,0,8,0,7,1,4,0,1,27,0,0,0,677,60,86,0,0,1
白花菜,0,0,26,0,0,33,0,0,1,0,12,6,0,0,0,0,0,0,0,152,6,94,216,0,1
白花桔梗,0,0,44,0,0,41,0,0,3,0,36,0,3,4,0,0,0,0,0,146,106,81,12,0,1
白沙蒿[沙蒿],52,0,305,4,0,0,1,1,16,7,8,0,2,0,0,733,0,0,2,0,82,84,0,0,1
白沙蒿籽[沙蒿籽],412,0,505,28,0,0,15,1,40,41,0,0,0,0,0,0,0,0,5,0,757,11,0,0,19
白薯叶[甘薯叶],58,0,174,5,0,66,1,1,3,8,56,1,1,0,0,995,0,1,2,495,40,84,42,0,1
百里香,0,0,218,0,0,104,0,0,28,0,0,1,0,0,1,585,0,1,0,470,42,83,36,0,1
败酱[胭脂麻],54,0,235,2,0,80,1,0,4,10,52,16,8,0,1,1003,0,0,1,456,113,79,1,0,1
扁蓄菜[竹节草],71,0,50,6,1,0,1,0,0,10,158,0,2,0,0,1592,0,0,2,0,47,79,0,0,1
朝鲜蓟,52,0,255,3,0,47,0,1,2,10,11,1,1,0,0,13,0,0,1,220,88,85,164,0,1
刺儿菜[小蓟，蓟蓟菜],38,0,252,4,0,36,0,2,2,4,44,0,2,0,0,998,0,0,2,253,40,87,0,0,1
刺楸,0,0,495,0,0,109,0,0,6,0,4,6,8,0,1,0,0,1,0,1641,125,54,0,0,30
达乌里胡枝子[牛枝子，豆豆苗],105,0,300,7,0,0,1,0,0,17,0,0,6,0,0,0,0,0,2,0,61,67,0,0,1
达乌里胡枝子籽[牛枝子籽，豆豆苗籽],345,1,392,37,0,0,8,3,5,31,0,0,11,0,0,0,0,0,3,0,486,10,0,0,25
大玻璃草叶[大车前],43,0,443,4,0,0,0,1,22,6,6,0,3,0,0,760,0,0,4,0,64,83,0,0,1
大巢菜[野苕子，野豌豆],52,0,270,4,0,0,0,0,0,8,0,0,6,0,0,0,0,0,2,0,70,80,0,0,1
大蓟叶[飞廉叶],35,0,0,2,0,0,1,0,0,4,31,0,1,0,0,508,0,0,1,0,0,91,0,0,1
地肤[益明，扫帚苗],61,0,281,5,0,118,1,2,6,8,39,0,2,0,1,953,0,0,5,702,66,79,62,0,1
地笋[地古牛，地瓜儿苗叶],60,0,297,4,0,25,1,1,4,9,7,0,5,0,1,1055,0,0,2,416,62,79,0,0,1
豆腐柴,0,0,126,0,0,38,0,0,6,0,2,13,8,0,1,0,0,0,0,444,97,82,0,0,1
独行菜,0,0,188,0,0,42,0,0,5,0,55,0,2,0,1,655,0,0,0,335,124,86,121,0,1
独行菜(宽),0,0,183,0,0,38,0,0,6,0,45,0,2,0,1,595,0,0,0,416,119,86,142,0,1
番杏[夏菠菜，新西兰菠菜],0,0,97,0,0,44,0,0,1,0,46,1,2,0,0,425,0,0,0,221,37,91,28,0,1
胡枝子[山豆子],117,0,0,5,0,0,2,0,0,19,0,0,10,0,0,0,0,0,2,0,0,61,0,0,1
草菇[大黑头细花草],23,0,17,3,0,21,0,8,1,3,0,0,2,0,1,0,0,0,0,179,33,92,73,0,1
大红菇(干)[草质红菇],200,0,1,24,7,30,3,20,8,19,2,1,32,0,4,13,0,2,6,228,523,16,2,11,20
地衣(水浸),6,0,14,2,0,275,0,0,21,0,0,8,2,2,5,37,0,1,1,102,53,96,11,10,1
冬菇(干)[毛柄金线菌],212,0,55,18,1,104,1,24,10,32,5,5,32,3,4,5,0,0,3,1155,469,13,20,7,4
猴头菇(罐装),13,0,19,2,0,5,0,0,3,1,4,0,4,0,0,0,0,0,1,8,37,92,175,1,1
黄蘑(干),166,0,11,16,1,91,2,6,22,22,0,3,18,1,5,12,0,0,3,1953,194,39,6,1,30
黄蘑(水发),21,0,3,4,0,24,0,2,6,0,0,1,5,0,1,0,0,0,1,512,51,90,2,0,1
金针菇[智力菇],26,0,0,2,0,17,0,4,1,3,2,0,3,1,0,5,0,0,1,195,97,90,4,0,1
金针菇(罐装),21,0,14,1,0,7,0,1,1,4,0,0,2,1,0,0,0,0,1,17,23,92,238,0,1
口蘑(白蘑),242,0,169,39,0,167,3,44,19,14,0,6,17,9,9,0,0,6,17,3106,1655,9,5,0,31
蘑菇(鲜蘑),20,0,6,3,0,11,0,4,1,2,2,0,2,1,1,2,0,0,1,312,94,92,8,1,1
蘑菇(干),252,0,127,21,1,94,5,31,51,32,5,2,21,6,6,273,0,1,8,1225,357,14,23,39,4
木耳(干)[黑木耳，云耳],205,0,247,12,0,152,2,2,97,36,0,9,30,11,3,17,0,0,5,757,292,16,48,4,18
木耳(水发)[黑木耳，云耳],21,0,34,2,0,57,0,0,6,3,1,1,3,8,1,3,0,0,0,52,12,92,8,0,1
平菇[糙皮侧耳，青蘑],20,0,5,2,0,14,0,3,1,2,4,0,2,1,1,2,0,0,1,258,86,92,4,1,1
普中红蘑(干),214,0,14,18,1,0,1,0,235,34,0,4,25,0,3,0,0,1,10,169,35,12,4,92,28
双孢蘑菇[洋蘑菇],23,0,2,4,0,9,0,3,1,1,0,0,2,0,7,0,0,0,1,307,43,92,2,7,1
松蘑(干)[松口蘑，松茸],112,0,14,20,1,0,3,0,86,0,0,2,48,3,6,0,0,10,12,93,50,16,4,98,18
香菇[香蕈，冬菇],19,0,2,2,0,11,0,2,0,2,1,0,3,0,1,0,0,0,1,20,53,92,1,3,1
香菇(干)[香蕈，冬菇],211,0,83,20,1,147,1,20,10,30,5,5,32,1,9,3,0,1,5,464,258,12,11,6,4
香杏丁蘑(干，大),207,0,17,22,3,0,0,0,113,29,0,3,25,0,8,0,0,5,9,238,73,14,43,15,18
香杏片口蘑(干),207,0,15,33,2,0,2,0,138,15,0,3,23,0,8,0,0,3,12,227,77,15,21,0,18
羊肚菌[干狼肚],295,0,87,27,2,117,7,9,31,31,3,2,13,4,12,178,0,2,8,1726,1193,14,34,5,4
银耳(干)[白木耳],200,0,36,10,0,54,1,5,4,37,0,0,30,1,3,8,0,0,7,1588,369,15,82,3,30
珍珠白蘑(干),212,0,24,18,0,0,1,0,190,33,0,5,23,0,4,0,0,1,13,284,28,12,4,79,28
榛蘑(干)[假蜜环菌],157,0,11,10,1,109,4,8,25,22,0,4,10,3,7,7,0,1,4,2493,286,51,51,3,30
榛蘑(水发),46,0,3,3,0,32,1,2,7,6,0,1,3,1,2,0,0,0,1,732,84,86,15,1,1
发菜(干)[仙菜],189,0,1048,20,1,129,0,1,85,26,6,3,35,0,2,0,0,1,7,217,76,11,101,5,18
海带[江白菜],12,0,46,1,0,25,0,1,1,2,0,0,0,2,0,0,0,0,2,246,22,94,9,10,1
海带(干)[江白菜，昆布],77,0,348,2,0,129,0,1,5,17,0,1,6,1,1,40,0,0,4,761,52,70,327,6,1
海带(浸)[江白菜，昆布],14,0,241,1,0,61,0,1,3,2,0,1,1,0,1,52,0,0,2,222,29,94,108,5,1
海冻菜[石花菜，冻菜],314,0,167,5,0,15,0,3,2,73,0,0,0,15,2,0,0,0,6,141,209,16,381,15,3
琼脂[紫菜胶洋粉],311,0,100,1,0,70,0,0,7,76,0,1,0,0,6,0,0,0,1,11,7,21,3,2,3
苔菜(干)[苔条，条浒苔],148,0,185,19,0,1257,0,4,284,17,0,0,9,0,4,0,0,1,31,410,302,24,4955,6,15
紫菜(干),207,0,264,27,1,105,1,7,55,22,2,4,22,2,2,228,0,2,15,1796,350,13,710,7,30
苹果(均值),52,0,4,0,0,4,0,0,1,12,4,0,1,2,0,3,0,0,0,119,12,86,2,0,1
伏苹果,45,0,15,0,0,8,0,0,0,11,2,0,1,0,0,0,0,0,0,78,7,87,1,0,1
国光苹果,54,0,8,0,0,7,0,0,0,12,4,0,1,0,0,10,0,0,0,83,14,86,1,0,1
旱苹果,30,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,91,0,0,1
红富士苹果,45,0,3,1,0,5,0,0,1,10,2,0,2,1,0,10,0,0,0,115,11,87,1,1,1
红香蕉苹果,49,0,5,0,0,3,0,0,1,11,3,0,1,0,0,17,0,0,0,85,8,87,2,0,1
红星苹果,57,0,2,0,0,3,0,0,0,14,1,0,1,0,0,2,0,0,0,0,4,85,2,2,1
红玉苹果,43,0,0,0,0,0,0,0,0,10,0,0,5,0,0,2,0,0,0,0,0,85,0,0,1
红元帅苹果,59,0,2,0,0,8,0,0,0,14,3,0,1,0,0,7,0,0,0,58,1,85,1,0,1
黄香蕉苹果,49,0,10,0,0,5,0,0,0,12,4,0,2,1,0,3,0,0,0,84,7,86,1,0,1
黄元帅苹果,55,0,5,0,0,3,0,0,0,13,4,0,2,0,0,15,0,0,0,184,5,85,1,0,1
金元帅苹果,51,0,2,0,0,2,0,0,0,12,4,0,1,1,0,15,0,0,0,72,5,86,2,0,1
青香蕉苹果,49,0,9,0,0,4,0,0,0,12,3,0,1,0,0,3,0,0,0,83,7,86,1,0,1
秋里蒙苹果,35,0,0,0,0,0,0,1,0,8,0,0,4,0,0,0,0,0,0,0,0,88,0,0,1
香玉苹果,59,0,3,0,0,3,0,0,0,14,6,0,2,1,0,10,0,0,0,173,6,83,3,0,1
印度苹果,44,0,0,1,0,0,0,0,0,10,0,0,5,0,0,3,0,0,0,0,0,84,0,0,1
祝光苹果,47,0,3,0,0,1,0,0,0,11,2,0,2,0,0,2,0,0,0,140,5,87,2,0,1
倭锦苹果,50,0,4,0,0,0,0,0,1,12,1,0,2,0,0,8,0,0,0,70,0,86,1,0,1
苹果(罐头),39,0,26,0,0,7,0,0,1,9,0,0,1,0,0,0,0,0,0,50,8,89,6,5,1
梨(均值),44,0,9,0,0,8,0,0,0,10,6,0,3,1,0,6,0,1,0,92,14,86,2,1,1
巴梨,46,0,6,0,0,2,0,0,0,11,11,0,2,1,0,2,0,0,0,145,5,86,1,0,1
长把梨,54,0,9,1,0,7,1,0,1,11,3,0,4,1,0,0,0,0,0,50,18,83,3,0,1
冬果梨,37,0,0,0,0,0,0,0,0,8,6,0,4,0,0,3,0,0,0,0,0,86,0,0,1
鹅黄梨,37,0,1,0,0,8,0,0,0,9,8,0,2,2,0,0,0,0,0,69,13,89,2,0,1
红肖梨,30,0,11,0,0,5,0,1,0,7,4,0,3,0,0,2,0,0,0,78,7,89,3,0,1
锦丰梨,45,0,0,0,0,0,0,0,0,11,6,0,3,0,0,3,0,0,0,0,0,86,0,0,1
京白梨,55,0,7,0,0,9,0,0,0,12,3,0,1,0,0,0,0,0,0,105,6,85,1,1,1
库尔勒梨,28,0,22,0,0,8,0,0,1,7,0,0,7,0,3,0,0,3,0,79,19,86,4,2,1
莱阳梨,49,0,10,0,0,8,0,0,0,12,3,0,3,1,0,0,0,0,1,82,8,85,2,0,1
马蹄黄梨,47,0,2,0,0,7,0,0,0,11,10,0,1,2,0,0,0,0,0,80,14,87,3,0,1
明月梨,53,0,2,0,0,8,0,0,0,12,6,0,1,2,0,0,0,0,0,110,14,86,1,1,1
木梨,28,0,4,0,0,6,0,0,0,6,5,0,2,0,0,0,0,0,0,121,13,91,3,0,1
苹果梨,48,0,4,0,0,9,0,0,0,12,4,0,2,0,0,5,0,0,0,180,19,85,2,3,1
软梨,14,0,25,0,0,12,0,0,1,3,0,0,9,0,1,3,0,5,0,105,19,87,1,8,21
苏梅梨,66,0,9,1,0,10,0,0,1,15,1,0,6,1,0,0,0,0,1,39,19,77,1,0,1
苏木梨,48,0,0,1,0,0,0,0,0,11,5,0,2,0,0,0,0,0,0,0,0,86,0,0,1
酥梨,43,0,2,0,0,8,0,0,0,10,11,0,1,2,0,0,0,0,0,76,16,88,2,0,1
酸梨,26,0,12,0,0,11,0,1,1,6,14,0,4,1,3,0,0,4,0,102,13,90,8,2,1
香梨,46,0,6,0,0,7,0,0,0,11,0,0,3,0,0,12,0,0,0,90,31,86,1,0,1
雪花梨,41,0,5,0,0,10,0,0,0,10,4,0,1,0,0,17,0,0,0,85,6,89,1,0,1
雪梨,73,0,12,1,0,13,0,0,1,17,1,0,3,0,0,0,0,0,0,45,11,78,1,0,1
鸭广梨,50,0,18,1,0,8,0,0,0,11,4,0,5,0,0,0,0,0,0,110,12,82,1,0,1
鸭梨,43,0,4,0,0,5,0,0,1,10,4,0,1,0,0,2,0,0,0,77,14,88,2,0,1
早酥梨,43,0,12,0,0,6,0,0,0,10,12,0,4,0,0,7,0,0,0,137,12,86,0,0,1
紫酥梨,47,0,1,0,0,7,0,0,0,11,9,0,2,4,0,0,0,0,0,86,16,86,2,0,1
鳄梨,161,0,11,2,0,39,15,2,1,7,8,0,2,0,0,61,0,0,1,599,41,74,10,0,1
冬果梨(罐头),47,0,16,0,0,5,0,0,1,11,0,0,4,0,1,0,0,0,0,13,5,84,2,1,1
梨(糖水罐头),33,0,2,0,0,3,0,0,0,7,0,0,1,0,0,0,0,0,0,15,3,90,2,0,1
红果[山里红，大山楂],95,0,52,0,0,19,1,0,1,22,53,0,3,7,0,17,0,0,1,299,24,73,5,1,1
